row ID,row m/z,row retention time,ConditioningQC_neg_5.mzML Peak height,40TT5_neg_61.mzML Peak height,70TT1_neg_70.mzML Peak height,40TT_10M1_neq_18.mzML Peak height,ConditioningQC_neg_10.mzML Peak height,40TT_10M2_neq_16.mzML Peak height,ConditioningQC_neg_4.mzML Peak height,40TT3_neg_39.mzML Peak height,40TT1_neg_53.mzML Peak height,70TT6_neg_32.mzML Peak height,FreshJuice1_neq_24.mzML Peak height,70TT3_neq_14.mzML Peak height,ConditioningQC_neg_9.mzML Peak height,ConditioningQC_neg_3.mzML Peak height,40TT2_neq_22.mzML Peak height,HPP1_neg_33.mzML Peak height,FreshJuice3_neg_64.mzML Peak height,70TT4_neg_55.mzML Peak height,40TT_10M5_neg_40.mzML Peak height,40TT_10M4_neg_26.mzML Peak height,FreshJuice4_neg_38.mzML Peak height,FreshJuice6_neg_45.mzML Peak height,FreshJuice5_neg_73.mzML Peak height,40TT_10M6_neg_72.mzML Peak height,40TT4_neg_49.mzML Peak height,70TT7_neg_76.mzML Peak height,70TT5_neg_30.mzML Peak height,70TT2_neq_25.mzML Peak height,40TT6_neg_69.mzML Peak height,40TT_10M3_neg_46.mzML Peak height,FreshJuice_neq_17.mzML Peak height,SolventBlank4_neg_83.mzML Peak height,SolventBlank2_neg_2.mzML Peak height,FreshJuice2_neg_54.mzML Peak height,ProcessBlank2_neg_77.mzML Peak height,ProcessBlank1_neg_8.mzML Peak height,MEF_SS6_neg_75.mzML Peak height,SolventBlank1_neg_1.mzML Peak height,MEF_SS4_neg_68.mzML Peak height,MEF_SS5_neg_36.mzML Peak height,MEF_SS1_neg_56.mzML Peak height,MEF_SS2_neg_34.mzML Peak height,MEF_SS3_neg_52.mzML Peak height,MEF1_neg_41.mzML Peak height,MEF2_neg_60.mzML Peak height,QC11_neg_78.mzML Peak height,QC4_neg_28.mzML Peak height,QC10_neg_74.mzML Peak height,QC2_neg_13.mzML Peak height,MEF4_neg_29.mzML Peak height,MEF5_neg_50.mzML Peak height,MEF3_neg_44.mzML Peak height,QC9_neg_67.mzML Peak height,QC5_neg_35.mzML Peak height,QC6_neg_43.mzML Peak height,QC3_neq_20.mzML Peak height,QC7_neg_51.mzML Peak height,QC8_neg_59.mzML Peak height,HPP4_neq_21.mzML Peak height,US1_neq_23.mzML Peak height,QC12_neg_79.mzML Peak height,HPP6_neg_31.mzML Peak height,HPP5_neg_71.mzML Peak height,HPP2_neq_15.mzML Peak height,HPP3_neg_27.mzML Peak height,US2_neg_48.mzML Peak height,QC1_neg_12.mzML Peak height,US4_neg_65.mzML Peak height,US3_neg_47.mzML Peak height,UST6_neg_62.mzML Peak height,UST1_neg_37.mzML Peak height,UST2_neq_19.mzML Peak height,UST3_neg_57.mzML Peak height,US6_neg_66.mzML Peak height,US5_neg_42.mzML Peak height,UST5_neg_63.mzML Peak height,UST4_neg_58.mzML Peak height
114,159.9798149,0.2515227,52808.918,50703.773,48742.21,48493.566,52798.703,53083.94,55684.688,52065.91,57623.71,53208.484,61166.195,53364.574,51321.977,56627.188,48383.977,59331.39,61664.465,52229.13,51195.758,52634.543,48839.492,51616.492,51364.176,46610.066,51994.457,49836.516,56903.855,49347.133,45843.496,48710.934,43748.777,2153.2913,2910.307,59073.53,1265.5472,2505.1145,57402.016,2284.528,52041.195,49733.25,54005.344,47679.508,60188.02,58129.273,56565.23,55323.773,47848.445,47757.418,53716.918,53108.434,53097.19,63746.484,60258.582,48752.355,53640.32,49809.805,49483.125,58047.734,47698,42358.027,59371.215,50539.12,56199.85,48624.027,52583.336,57518.68,58186.9,58133.965,52178.785,49324.59,49644.094,51679.547,59029.434,57646.992,60207.566,55313,52167.22
1378,160.0332065,0.76114696,9110.761,6681.0215,5623.175,7554.868,7767.687,7330.8813,7590.4053,5498.689,4904.8955,7501.6616,5869.5684,7651.1196,7808.66,7213.6934,7429.6147,5967.0283,5799.32,6628.316,6698.503,8226.561,5622.3394,5432.126,5074.353,6569.9385,7262.1924,4973.076,6933.698,7967.948,5295.0977,6922.2124,6146.824,0,0,5544.054,0,0,5920.522,0,5435.4316,5936.383,4830.485,5785.2256,5662.1094,6699.9795,5972.005,6160.997,6030.9556,4989.2354,6988.055,6390.0903,6076.8735,7822.511,5885.455,5580.676,6803.4854,6030.9653,6245.9756,5757.1694,6664.721,4852.377,7007.3833,7301.3105,6575.369,6487.3896,6662.1523,6306.39,8780.433,5649.762,4733.9023,6072.686,7432.1816,5139.0264,6452.633,6183.686,6178.3765,6142.813,5893.9854
16,160.8421035,0.22090611,12956.933,13077.079,15542.955,12517.002,12582.792,16737.686,0,14627.532,17460.355,16555.967,17492.715,15239.953,0,12920.184,15099.712,20594.543,15741.253,14256.361,18764.988,14315.468,0,19053.8,17263.213,16060.686,13736.536,15730.558,18255.594,17561.562,12608.363,13601.056,17045.08,15975.618,15317.864,15671.334,44800.406,46383.75,12426.572,11580.603,14629.444,16840.637,18018.807,16531.8,19100.121,16737.57,19521.041,18942,16347.972,15707.171,17242.975,16935.283,19592.758,16943.746,16792.021,15062.291,17003.484,16348.856,16344.206,15230.238,13730.16,13469.789,17702.887,15104.839,16198.629,13203.983,16621.936,20300.934,13480.225,18960.072,17167.717,14754.76,17062.707,14749.084,18063.805,16366.791,19728.412,16616.057,14970.857
3032,160.8421054,2.4278722,17359.107,16945.924,18986.152,17364.305,16022.956,17655.326,16987.846,24335.41,18344.754,23639.672,14781.482,18174.668,12958.165,17113.934,18410.004,26013.035,16110.056,19402.602,23022.227,20130.705,22558.135,20079.072,15326.25,18494.637,22030.08,17948.488,21465.213,16095.109,17275.268,21434.072,17674.729,21126.035,17024.89,19522.695,19396.229,18316.342,16850.098,16908.28,17799.758,19260.744,17331.66,22884.533,19317.93,21136.643,17122.594,16645.68,20055.885,17442.732,18078.953,21636.768,22366.523,22816.248,17233.764,21762.23,24707.135,17553.469,22246.633,18618.646,16363.89,16259.913,18100.908,21984.191,20075.938,17535.42,18472.992,25173.398,17372.027,18271.002,21261.19,17170.648,23409.12,18301.297,18648.87,19362.34,23187.797,17308.209,15185.526
2747,160.8421142,2.3187633,13638.854,13197.991,15469.758,14191.791,14467.267,16985.457,14117.004,17745.127,16626.344,17208.902,14243.469,14694.491,13320.381,11089.12,14101.067,19382.805,14167.007,18118.422,18764.455,14804.041,16625.717,16314.534,14221.6045,14052.491,16521.158,11787.963,19103.838,14475.417,14538.686,16663.797,16861.506,21126.035,17527.195,16585.568,19123.34,17926.168,15346.395,16195.877,13987.249,19310,15957.113,19415.271,15880.224,21136.643,13294.762,14800.9,16218.22,12349.039,14855.289,15419.675,15591.959,17119.875,14382.636,18312.537,18711.996,13329.416,16535.52,15308.899,13695.678,13571.291,15115.555,17546.697,14122.084,13424.353,15711.416,17354.113,13086.702,14643.665,16600.924,13617.992,19150.695,14047.069,15376.468,12970.561,17503.904,14072.77,16051.471
4574,160.8421168,4.567384,30939.004,28912.041,28741.902,37490.035,32415.6,39345.996,34605.8,38847.03,34494.453,38348.29,39420.89,35995.297,32247.123,30104.648,35825.53,40196.406,32692.895,32994.676,38353.027,40358.31,39521.367,42057.926,27475.14,29224.166,33971.38,27127.268,39262.734,35101.227,32143.574,36150.484,38601.918,16853.053,15661.802,35529.867,15525.983,17102.842,18918.918,12848.962,22882.518,22100.035,23718.145,28639.201,25080.36,24428.19,22426.797,27476.686,41552.215,26435.162,33897.973,29635.148,29732.623,28473.6,30068.816,39708.723,36025.92,37341.96,30812.236,30278.629,36824.027,29848.898,27148.55,39946.652,31847.824,37676.902,41526.547,34451.99,36724.285,29711.895,33443.855,31926.393,37353.473,35843.414,31087.557,30855.68,34621.234,32354.67,30567.525
112,160.9761646,0.2514147,51390.297,55685.883,55719.965,50606.02,52426.977,57487.562,55884.96,51470.836,58126.688,54108.24,59333.79,51841.754,50969.848,54527.973,54525.027,63193.812,55953.164,55323.18,55954.05,50288.07,48785.156,49549.19,51443.28,42860.254,46528.074,55062.402,52185.258,55453.246,50737.1,51775.492,56375.496,2874.1475,2060.4678,54410.438,1819.4512,2353.2534,53842.938,3200.9863,49505.5,49265.07,53676.566,48606.33,59142.15,52008.582,55236.332,55964.586,46655.03,49485.664,55719.02,58696.33,50452.63,53520.008,56689.156,47722.33,48900.387,54218.902,46699.797,55955.137,51611.49,39603.42,53227.95,55666.066,60940.098,50829.27,57396.16,49366.055,54066.11,58395.15,47593.863,54231.234,55470.504,55587.26,54681.242,57672.77,51987.633,61639.67,50862.33
38,160.9833059,0.24816506,9491.349,9183.877,10498.949,10131.978,8061.986,11827.037,9166.603,8966.554,10404.936,10489.791,9886.746,12975.657,12072.921,9644.058,11135.079,11003.939,9649.401,11760.172,12089.587,8529.26,9403.15,9561.822,10523.877,9059.358,8207.796,12573.785,13208.066,10057.125,8757.6045,10590.499,8329.215,0,0,9183.684,0,0,9501.251,0,9228.515,9589.626,11468.227,10580.815,12293.353,10653.962,10095.708,12516.009,9991.82,9911.77,8692.919,12053.364,13658.273,9263.808,9065.18,8369.021,9438.14,12144.744,8764.809,10153.98,9712.079,9082.813,10471.462,10785.329,9125.239,11078.848,10747.593,10607.256,10458.078,12299.882,9474.375,9986.564,9583.721,12310.211,9415.42,12967.106,10269.35,9927.51,10006.253
468,160.9945286,0.29763988,0,0,0,0,0,0,28203.082,0,1192.5399,0,0,0,15073.09,16443.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40713.223,0,41771.453,42724.523,37883.062,45910.2,32271.87,124610.35,91070.195,0,0,11600.694,14937.403,51330.53,60528.44,64468.75,13381.458,25089.098,0,0,11309.318,18538.242,0,0,11353.749,0,0,0,0,0,11702.822,0,0,0,0,0,0,0,0,0,0
503,161.0066077,0.30960447,26406.773,0,2020.3159,0,29869.947,1342.0845,25228.37,0,1548.2123,1124.0009,1258.3761,2170.732,31204.514,29450.373,1832.6898,2197.2668,1165.5344,1406.193,1433.0359,0,0,1715.0853,2026.2854,2336.8967,1517.4885,1175.5542,0,2587.4995,0,1274.072,0,0,0,2127.951,0,0,76353.234,0,74271.19,67835.87,73098,67796.766,83382,55754.52,51619.754,26226.422,21401.193,26984.49,29665.934,75375.7,64595.48,78366.13,12625.706,13425.291,23549.676,30340.115,26520.385,27789.59,1781.3334,1481.5697,28470.402,2237.0244,2098.6929,1235.8944,2618.7036,1660.5162,25617.725,1221.2043,0,0,1211.6395,0,1563.9813,2034.0637,1743.384,1305.4136,0
2598,161.0244236,2.2121468,7245.688,14532.974,13509.031,9222.929,9193.962,11076.581,7420.2144,12796.149,14130.038,10352.816,11985.766,10100.88,8042.073,6196.931,9874.2705,10096.768,14393.897,14653.646,11754.22,11088.16,15282.206,16788.139,14158.494,13649.966,13456.66,12532.156,10280.206,13333.898,17771.348,14564.425,11930.873,0,0,13754.333,0,0,10517.694,0,10171.35,7070.5215,7358.4526,8019.8804,9196.014,6538.225,9797.176,13172.552,11586.206,13073.9,8866.76,8114.927,13287.531,8684.693,13238.069,10214.822,10175.484,12030.476,11896.207,11536.955,12947.342,10476.471,12613.694,11093.76,14788.986,8891.68,11767.031,11649.767,8032.598,12783.139,12398.37,12797.944,10114.128,8631.095,12776.034,13358.996,13149.539,11637.391,10943.964
167,161.0308747,0.29483002,1336.7108,0,0,0,0,0,83119.125,0,0,0,0,0,60642.594,68165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.2592,0,0,0,0,0,0,45188.28,0,46368.246,56666.414,55128.48,52632.598,59940.06,61762.406,56990.027,0,0,46937.543,50206.227,54366.2,61133.12,55733.07,44663.85,79481.18,0,1263.8616,62874.387,62842.637,0,0,51264.88,0,0,0,0,0,52201.46,0,0,0,0,0,0,0,0,0,0
855,161.0434674,0.35616106,90667.766,67583.41,92990.375,69270.2,87398.14,88759.85,65691.4,66870.805,79296.625,68509.57,86371.516,84464.44,86353.89,76377.19,85754.24,76578.3,60625.703,88562.375,64515.742,89753.445,63679.285,92208.305,85474.75,95704.75,100430.75,85427.04,71749,91815.914,68858.55,97190.41,62907.64,0,0,80404.61,0,0,65758.95,0,67974.34,67106.664,64941.836,61944.42,61170.363,65534.258,61221.797,81177.875,68974.03,77580.76,84144.96,69939.56,61781.043,68345.57,62671.582,61401.58,62690.043,86808.54,82449.34,73588.83,96433.47,135718.95,81039.625,88206.055,96141.11,90832.17,89099.33,99237.62,75472.17,87080.23,62372.63,62672.27,55910.97,66366.48,91242.97,86471.89,67775.875,87592.92,54182.51
1071,161.0449745,0.46779093,71939.09,67583.41,68900.47,70333.05,76784.875,79183.28,65618.43,66870.805,71712.6,68509.57,63099.227,71035.414,73234.3,77130.76,66392.93,70176.82,62339.203,67183.64,69883.6,71543.47,66679.586,63463.06,63000.49,74805.46,66010.79,67439.66,67063.32,66431.945,68858.55,70512.945,71495.4,12027.386,1384.0127,65983.57,14647.454,6098.002,65758.95,1447.0094,67974.34,67106.664,64941.836,65504.176,68554.734,65534.258,63584.71,66121.47,68974.03,68073.55,72005.04,66877.13,64705.824,65624.43,76408.13,72736.875,73591.41,70953.07,64597.17,67229.39,73134.08,63400.754,66050.06,70059.2,75738.17,76814.414,71977.07,66711.734,75495.2,72179.51,71407.98,66875.54,75715.2,66366.48,68738.81,71133.79,68830.1,65970.266,67445.805
153,161.0454502,0.30645847,69311.06,92850.8,72950.69,97351.805,66686.31,72239.766,74657.984,93750.695,79296.625,96339.3,72341.305,70525.31,72261.88,79371.086,67818.41,87460.91,82411.05,69935.08,91697.89,89753.445,93737.63,69092.15,74888.23,67753.914,72157.43,66106.04,85537.93,76687.49,101617.09,66725.53,88702.805,13094.452,4177.164,65910.66,45442.58,45334.027,73954.305,4151.571,85377.61,90271.32,63105.652,87046.93,71244.836,55489.324,62481.625,70518.2,74818.6,63018.086,66555.83,70756.086,81937.36,75631.82,71667.34,78568.99,81073.38,74895.016,70684.77,60105.344,80757.85,72007.22,81039.625,84202.37,96141.11,77819.26,66006.81,99237.62,75271.07,72811.06,101377.89,88587.38,96423.836,104919.01,91242.97,64444.387,81037.7,72012.01,89335.51
4189,161.0455385,3.5987966,14645.135,19217.877,23200.47,18178.363,16524.621,20711.996,13039.942,22049.992,21200.555,19547.88,18484.422,17856.14,15095.327,11160.95,19397.209,22488.006,22352.434,22024.28,20386.447,20814.88,22463.477,21790.361,21525,21568.793,23172.951,19488.822,20922.012,21808.04,19132.404,21798.11,19709.06,12625.159,1418.8589,20563.2,14223.982,4586.9355,24336.396,0,19162.95,20553.531,19579.836,20334.97,20797.564,19951.86,20434.04,19399.482,21162.717,21508.633,16378.28,21797.447,20123.654,20741.662,21345.412,20820.117,19845.09,20511.479,20737.85,19696.982,19738.871,17000.898,20641.494,20372.207,20877.84,20020.2,21039.416,18497.973,17624.22,20271.102,20468.219,19978.627,19497.15,17415.557,20197.742,21789.854,20019.266,21171.172,20449.54
4163,161.0455426,3.5291579,15184.166,19014.582,21893.975,19403.139,16870.941,20711.996,13078.611,21427.178,18924.39,20251.06,18484.422,17929.21,15095.327,11160.95,19721.672,22488.006,21007.242,22024.28,20386.447,20814.88,22463.477,21790.361,21525,21568.793,18836.885,18577.215,20922.012,19834.178,19497.174,20892.018,19709.06,12625.159,1418.8589,20803.121,14223.982,4588.987,24336.396,1460.6844,19491.797,20553.531,20162.414,20576.256,20797.564,19951.86,20739.186,19399.482,21162.717,23338.42,17358.457,21797.447,20123.654,20741.662,21345.412,21544.576,20396.098,20631.973,20737.85,20774.6,22761.666,16231.835,21273.973,21943.873,20877.84,22797.832,21039.416,17260.496,17624.22,20271.102,19845.168,20075.469,18281.496,17415.557,20197.742,21789.854,20019.266,22424.31,20788.98
5514,161.045555,6.2486734,9016.445,14009.982,15210.496,11806.354,9866.302,12263.775,8102.6123,13144.764,13775.739,13532.199,12711.064,11875.069,9435.5625,9103.413,13711.064,15867.042,15419.904,14451.247,14386.221,13088.984,13609.26,14552.808,13891.057,14479.457,13278.272,15783.494,15083.982,13608.486,14666.2,15226.901,12292.395,10237.102,1269.3314,14650.361,11207.801,3826.7488,13430.435,1351.7577,14401.398,14457.733,13059.197,14784.914,13200.774,12494.769,14884.994,12797.529,13693.766,14541.966,11584.65,13038.163,13595.957,13607.09,13246.427,13915.914,14852.691,11755.686,14024.664,13708.363,13099.947,12132.716,14289.689,13388.371,15265.262,12850.275,14783.931,13241.913,11508.082,17650.326,13210.518,15182.838,13573.687,13063.18,14701.391,12521.573,14767,14345.1455,13368.711
4931,161.0455589,4.889361,10772.555,16418.143,19337.848,17397.434,12633.255,16631.893,9415.671,16259.877,17272.4,17762.355,16244.41,15221.314,10674.814,7836.716,15234.189,17744.738,17520.283,19206.928,17553.781,19693.441,16424.732,16724.53,18551.143,16658.566,16244.166,17974.53,15936.721,17120.633,17181.871,16152.809,14780.161,13117.126,0,17370.98,12642.307,4560.3413,17984.96,0,17394.225,17377.887,18320.186,16758.094,16738.316,17113.021,17350.15,17224.08,18430.262,17003.967,14288.304,17338.506,17372.455,16815.088,18328.35,17541.936,16199.057,15111.899,16824.564,17255.373,17187.723,14270.074,18087.027,19761.92,17821.01,16785.629,17612.188,16164.372,14786.204,17140.82,17176.76,17336.48,15018.173,16010.686,16306.525,18820.047,15925.487,16392.307,17597.398
3994,161.0455755,3.2123814,15712.101,20977.469,21259.236,21692.07,17159.008,22834.967,16369.486,19626.684,21996.63,21404.52,20469,19894.014,16149.726,12888.76,22770.223,21372.959,24142.658,20755.492,21986.33,22901.838,24069.6,23269.527,22032.756,22968.525,24888.344,21858.988,23016.4,24377.723,20609.232,22040.771,22938.592,11909.338,1244.5507,22280.287,13465.871,4680.88,20762.172,0,24736.943,20917.904,19663.834,21149.658,24059.977,20026.168,22085.457,20038.291,21441.72,19601.758,18898.422,21275.467,20290.957,21698.945,23820.336,22405.16,21624.795,20286.209,21631.598,22844.672,20879.545,16993.797,22154.477,23284.25,23862.314,21339.928,22898.553,22522.818,18248.037,21649.025,21038.299,22699.482,18749.988,21689.744,21021.967,22841.217,22103.84,21750.994,23560.148
4676,161.0455771,4.603248,13056.359,16575.791,19029.652,17102.15,12291.055,17267.432,9912.894,16868.137,18305.71,19381.969,17259.203,16387.326,10896.712,8658.5625,16384.697,18558.676,18243.252,18301.25,17511.766,17507.14,18877.025,18438.818,18703.908,18615.684,18895.012,18435.193,18147.316,17451.365,20245.053,16805.703,15514.369,10159.116,1356.1326,19701.002,12934.994,4692.742,18778.098,1335.9417,19836.186,18037.314,17808.783,18053.719,17933.56,16287.866,17354.303,16808.654,18179.574,20929.098,15413.292,17768.176,17611.803,17131,17024.379,16327.37,17195.092,16589.047,17435.98,17019.912,17328.08,13523.742,17636.51,17880.887,19446.697,15461.617,19548.791,15223.721,14315.296,19582.164,20404.842,19794.857,15560.383,14973.204,17789.012,23859.547,18045.646,17588.826,18775.406
4319,161.0455801,3.95964,14079.516,17783.31,21816.56,19605.945,14159.771,17976.473,12861.801,18864.004,20437.285,20412.707,17863.85,16806.73,15346.596,9520.478,20740.752,19185.62,19848.986,21493.143,18632.12,20768.488,18213.115,19962.275,18792.273,19811.129,19349.084,18955.39,19276.502,20487.332,21761.992,20282.014,18742.664,12346.17,1619.4545,19378.764,13595.259,4346.305,19113.021,1193.3413,18756.994,20133.014,20677.639,18731.371,18514.297,22233,19056.785,17748.521,20092.738,21240.28,16843.701,21532.984,19649.555,21810.312,18487.396,18108.443,18865.334,19555.47,19928.33,18080.375,21200.111,16529.44,18325.223,20760.97,21680.594,21992.904,22504.086,17925.893,17226.48,21756.902,19524.021,20160.883,18238.04,16395.682,19764.652,20476.941,20618.547,19790.766,18874.648
2018,161.0456178,1.7240202,333572.94,307150.03,320809.53,344472.56,327700.94,335767.56,338394.1,323897.72,298211.6,315186.84,342855.25,352608.84,336142.28,331638.03,307681.53,321670.75,328074.06,314381.56,356536.3,332517.06,330935.22,356766.44,315020.4,342663.72,317275.2,311878,337970.03,339092.44,312435.94,338566.44,354305.22,13011.841,1206.5326,340175.3,15041.775,4795.007,301668.06,1363.2256,313174.75,317611.06,301979.78,319936.2,333560.9,305468.97,319056.3,324958.06,335688.9,308429.88,338324.6,334141.38,319141.1,333410.6,315540.1,328119.34,324129.44,343817.22,324050.28,332339.22,349632.72,194215.78,318675.3,348199.7,336877.53,351146.8,350200.53,263959.53,334792.53,305136.25,272263.16,330822,261037.17,299983.97,296240.9,307835.34,326785,328969.56,319141.4
2020,161.0545003,1.7257279,24559.12,20311.818,19555.656,21877.764,22187.744,22234.562,21583.102,21760.008,20370.69,21881.787,23435.068,25662.98,22995.057,23157.748,19945.688,23130.008,22583.85,22594.732,22280.936,22414.129,21990.87,22698.83,19401.559,25582.568,20953.414,20508.812,22194.59,23419.316,19491.29,21217.559,22326.352,1597.4802,0,21650.174,1390.9459,0,21103.39,0,22824.107,21076.9,20121.041,21073.39,25481.133,20102.898,21672.107,21007.67,23178.521,21179.61,24644.357,24601.592,22765.21,21562.877,19767.5,22547.307,20833.105,22263.03,21111.691,19942.361,22345.156,15293.568,20578.691,22223.86,22073.465,22162.62,23977.363,19315.893,24427.68,19294.229,19018.428,22647.006,18410.256,21599.102,21146.293,21672.078,21159.617,20477.164,18601.26
3372,161.0819016,2.6780849,13834.568,13869.758,14639.968,17447.635,13336.071,14743.288,12029.236,14959.721,14335.241,17189.457,14341.583,15633.101,15489.8,16270.237,14731.971,14550.027,14932.848,15038.852,15020.38,13517.702,15663.686,14592.388,13693.645,15518.692,14687.805,14789.5625,16778.318,15795.025,14454.428,15252.369,13318.766,0,0,14094.354,0,0,15144.758,0,16689.488,13151.111,14020.607,13611.083,13033.272,13849.019,14509.992,13008.897,15120.667,13897.304,15679.814,16956.225,12441.128,15193.693,12844.198,14250.8955,12253.315,18953.17,16489.436,13465.613,15273.592,8021.613,15203.237,17107.873,13271.816,14692.006,15956.346,13964.21,14019.906,14584.721,12397.833,14082.82,15215.37,12309.688,13510.033,16733.898,13491.52,14955.772,15959.243
2275,161.0819067,2.01342,31078.871,29599.176,34525.56,33216.844,31257.717,36697.95,26450.773,29427,32058.547,32147.744,39093.367,40509.25,29213.838,29588.352,30416.066,35092.984,37462.55,32030.537,31192.445,37350.492,38248.176,37361.234,32513.75,26478.727,31218.105,35554.05,34348.625,31404.766,28491.96,33841.63,37321.293,0,0,33061.316,0,0,19290.088,0,20670.07,23431.201,18852.865,19697.918,23008.062,20608.396,22748.219,28726.555,27822.717,27661.729,34971.004,19922.541,20982.846,20475.762,27298.416,28116.145,26670.729,31538.793,27910.434,29997.041,39847.24,18877.436,28131.508,33401.254,31121.709,34087.188,35366.52,24727.15,33284.156,31141.256,26287.605,34102.43,23840.426,30840.748,31731.375,37196.113,31114.91,33762.484,31801.889
5145,161.8499201,5.458251,6578.5703,4638.586,4387.048,5228.571,5402.142,5603.2495,5983.0933,6393.907,5125.1484,6688.9443,5434.779,5445.522,5316.0596,5761.4897,6490.1445,6057.5464,4305.2754,5066.868,5771.376,5540.1978,5431.8286,6313.0625,4634.5635,4291.963,6749.0283,4166.5664,6288.6304,4459.1777,4664.7217,7027.5566,5203.1855,5710.169,9108.284,5587.3228,6384.132,5896.315,5126.282,9598.754,4705.684,5731.6426,5445.826,6316.013,4843.384,5606.5576,5120.978,5230.466,5333.288,5116.9043,5709.3887,5051.303,4711.2925,5302.57,4089.04,5665.982,6459.005,5711.9756,6304.5054,4684.65,6815.83,5728.119,4824.7153,6385.4326,4661.247,4720.4043,6073.4053,6138.603,5648.1025,4873.2246,5803.768,6537.954,5277.0586,6267.634,5200.5986,5579.204,6245.781,4952.6294,4998.089
1650,162.0489007,1.0873673,6724.6294,6435.967,6383.229,7023.0947,6570.862,6817,7452.7734,6857.7227,6176.7197,6709.01,7980.5015,6586.5747,6401.69,5247.04,6864.932,7852.0396,7879.2944,6636.1,6359.784,8123.923,8336.636,6359.14,7277.389,5687.358,6464.6167,6972.6704,7382.805,11678.563,6154.1714,6784.7275,7427.469,1833.0983,0,7790.4946,1372.597,0,9342.282,0,7178.2383,8331.138,7956.353,8082.5815,7980.34,7322.0894,8710.337,5419.1045,8856.363,6962.89,6680.2764,11416.227,6239.742,9564.163,6763.42,6653.638,9043.396,7317.2114,6644.3926,8989.662,6518.505,4177.5005,7365.15,8454.053,7487.4346,7337.588,8340.568,7367.728,5732.2656,6341.6577,5169.8306,8605.103,6481.1035,8104.5127,6125.9497,7485.227,6866.055,6574.154,8902.935
14,162.8390992,0.22128755,12472.199,13843.302,14184.737,12307.941,15579.358,15567.028,10978.368,17775.143,16452.668,16074.014,17007.963,16318.234,0,13724.013,13545.253,18032.064,13206.55,13751.166,14980.482,12529.835,13987.819,0,13742.176,14451.043,18384.402,14150.058,16699.572,13055.565,12148.418,0,13410.11,14779.378,14095.54,16343.979,42099.81,40083.516,14656.223,13755.167,11715.324,13990.0625,18002.678,16409.688,19775.256,14731.25,14518.361,16285.146,15520.7705,14067.065,11729.976,16998.637,13163.23,17247.012,14043.541,0,17708.885,14452.768,0,14576.682,10218.261,11947.343,13633.181,14698.763,14168.89,12440.11,14083.266,17181.398,15425.194,13008.432,18254.691,0,16310.477,14179.249,14383.315,14046.515,16331.93,13310.337,11152.707
4583,162.8391341,4.568359,30402.072,30220.629,31902.72,41463.633,30046.002,39411.29,29806.11,33523.14,27979.697,40400.31,36488.355,34909.613,31723.781,27819.086,32427.586,39040.715,27924.553,29464.072,37533.715,39396.05,38079.105,45656.734,30112.418,25030,35158.62,24870.62,37125.55,33622.723,30567.09,34471.664,39006.57,15358.485,15503.558,35758.39,13632.612,15565.74,18958.553,12164.235,19108.777,21344.393,23173.87,23643.242,23166.494,23035.86,20251.807,26060.408,34962.11,26272.242,33008.01,28390.906,26877.55,24236.041,23819.693,33575.125,30652.994,32705.482,35022.523,24335.56,34427.996,25924.7,27741.465,40078.188,28892.08,37016.656,39051.53,34319.824,32301.467,25696.041,32135.58,30731.795,35507.11,33209.605,28138.523,33709.938,32599.477,29116.287,26371.275
4616,162.9824379,4.575184,8419.805,8075.2036,8511.803,7836.074,8593.335,8593.548,9143.418,8630.752,9635.574,11244.418,7734.1626,8120.346,10855.37,8891.075,9015.189,9291.812,8685.594,7251.5166,9932.21,8593.304,9290.469,7907.366,7740.9673,8381.495,8208.119,7382.523,9754.592,9141.066,7748.4814,8919.853,8624.801,6465.917,7166.609,7952.2837,5629.5894,9831.303,7972.0786,10749.605,7823.348,8534.638,7828.1,7328.997,8857.695,8759.943,8609.524,11067.753,8064.551,8118.2554,9193.268,10212.332,10375.85,6586.818,9812.421,7342.782,7231.9634,9057.855,9841.361,10017.021,9697.538,7554.8267,7525.641,7711.2534,7033.8667,8840.939,10326.024,9140.806,7744.496,7714.9595,7806.616,8289.632,10221.787,8254.897,8204.495,7466.8906,6836.452,8024.571,8199.622
105,162.982764,0.24957226,22491.303,24304.39,33183.605,33135.844,18512.912,28353.336,20587.45,17285.914,16860.727,24596.979,15305.358,24644.844,23409.312,18404.53,15430.571,8494.531,9194.114,20553.545,29941.379,25196.305,9571.037,12122.784,10340.01,26277.945,22148.467,23014.008,29084.236,26556.389,24924.39,33272.035,16201.039,1692.3772,1968.9323,10585.02,1794.3473,2284.326,15704.947,1435.4291,18834.002,15460.954,12716.668,18755.47,16917.146,19404.791,17935.207,22594.596,18899.291,24825.605,15204.502,17906.484,11505.258,14611.492,19078.973,18555.445,18619.004,22574.18,19950.037,24867.879,15192.3,14965.05,24556.152,13050.282,16373.036,12559.413,16106.135,14398.92,16880.639,17648.12,17329.418,16287.469,10524.276,15568.657,16389.773,14822.299,16609.76,13241.899,17004.455
