row_ID,mz_rt,mz,rt,FreshJuice5_pos_73,FreshJuice3_pos_64,40TT_10M4_pos_26,FreshJuice4_pos_38,FreshJuice6_pos_45,FreshJuice1_pos_24,40TT_10M3_pos_46,FreshJuice2_pos_54,40TT_10M2_pos_16,40TT_10M5_pos_40,40TT_10M6_pos_72,QC6_pos_43,MEF1_pos_41,QC9_pos_67,MEF_SS6_pos_75,MEF4_pos_29,MEF_SS4_pos_68,MEF_SS3_pos_52,MEF_SS1_pos_56,MEF_SS2_pos_34,MEF3_pos_44,MEF5_pos_50,QC8_pos_59,MEF2_pos_60,QC10_pos_74,QC7_pos_51,QC2_pos_13,QC3_pos_20,QC11_pos_78,QC5_pos_35,QC1_pos_12,QC4_pos_28,QC12_pos_79
2137,190.0131_1.0985,190.0130699,1.0985129,3163.1226,2294.8137,3999.2485,2095.861,2570.6797,2184.928,9492.523,2478.6816,4886.3335,4905.9097,7538.0034,7523.0596,4225.3276,7006.332,4385.0454,4366.449,5919.2188,4973.193,5930.223,4131.919,4944.275,5218.242,4694.396,6059.03,4386.134,5325.0815,5891.8306,4645.4272,6923.2036,4120.0044,4746.3926,3021.03,6068.786
1808,190.0132_0.827,190.0131863,0.8269637,17085.004,15958.339,23156.75,23144.975,24688.02,26373.232,19385.908,18950.678,21846.336,22021.574,16418.973,20426.145,20821.43,14372.646,20048.393,22842.348,18487.521,20919.842,17784.637,24075.273,26922.01,15743.371,18425.123,19957.027,23378.96,19618.307,24828.467,26752.234,15504.724,22108.252,23641,21000.408,17269.012
1518,190.0201_0.7599,190.0200822,0.7598774,6318.949,6224.2197,14120.21,6660.928,5274.4053,5253.1655,8634.143,5760.4087,8816.8955,9687.592,8362.939,8806.034,6527.328,7781.148,6046.1953,7465.4517,6230.667,8337.692,5573.772,5444.433,5917.817,8022.845,8517.001,7700.894,7044.254,8088.485,6489.288,8273.9,8502.309,8082.3916,8094.8384,8975.097,7045.464
2760,190.0498_1.7886,190.0498079,1.7885895,15113.981,15639.352,16870.941,15250.592,14804.338,19719.195,16158.406,16177.407,17715.168,16282.016,14855.692,9966.969,8393.888,13441.735,11983.049,10929.546,10440.949,8226.001,9240.273,10396.099,10687.896,13325.51,15027.131,12565.947,16016.511,16403.826,13229.399,11852.25,14094.202,15924.4795,13986.76,14509.871,14130.781
3935,190.1259_2.7583,190.1259204,2.7583127,7815.531,8918.803,8026.6924,8864.104,11991.955,10298.378,6845.0586,9581.338,6702.4863,7230.254,8685.066,6183.1074,NA,6035.1924,NA,NA,NA,NA,NA,NA,NA,NA,4976.1167,NA,5707.2495,5703.3345,4914.0195,4787.408,5029.308,5166.175,5549.711,5548.0425,4061.0364
1613,191.0392_0.7566,191.0392255,0.75663066,29456.74,30010.871,20013.63,28454.477,26032.592,24746.703,22595.014,26371.184,20497.596,24410.06,26028.27,22749.328,23053.94,27014.17,25839.008,24457.275,22946.246,23908.9,25659.47,24226.773,24431.025,24346.406,25318.264,23412.494,21204.986,28763.223,18738.67,21185.553,25199.076,22582.914,21205.354,22160.883,26732.04
3112,191.0466_2.1207,191.0466074,2.1207106,12632.151,13460.117,15333.615,12162.07,12127.785,14612.688,10974.95,13062.658,13026.042,14497.876,12393.76,8538.244,3532.8716,10026.406,3244.689,8131.185,5076.9175,4223.106,4093.6802,3061.016,5305.697,8522.711,10611.911,5940.602,11019.11,9145.528,7954.7354,8872.911,13386.06,8347.151,8680.51,10323.662,10952.222
3706,191.0849_2.5008,191.0848723,2.5008352,7963.757,6894.373,29485.533,8635.191,10172.604,6856.3477,28058.809,5443.7354,27436.754,27859.914,25679.695,16865.512,5797.8145,12657.747,5455.3193,15472.435,8252.862,6617.4966,5480.5635,5596.125,11372.609,15402.5625,13787.594,9101.191,16958.453,18420.752,15265.712,19662.332,15209.107,13180.458,15764.666,15754.595,18634.959
335,191.1011_0.314,191.1011293,0.31403786,8906.254,12634.374,15077.247,8822.484,8139.9307,6383.5923,15006.167,11006.84,12456.083,12667.193,13573.452,12544.917,13716.715,12677.103,10412.267,12752.373,13900.031,15358.363,13571.555,12387.683,16808.447,18087.42,11763.513,13875.76,10998.651,14567.443,12129.847,13598.583,15474.145,13099.116,13795.374,12847.685,13630.895
5555,191.1066_5.236,191.1066468,5.2359505,24608.566,24842.512,26940.918,27896.455,25832.19,22884.87,26944.656,24873.082,20941.318,27100.133,29493.223,25795.85,3700.4312,23616.646,5834.632,6044.844,7400.2954,5479.5923,5475.176,6027.0693,7208.074,6876.5117,22591.229,6660.9946,24606.582,19483.807,16405.762,19893.355,23874.1,19258.557,17879.375,22165.57,21425.52
3677,191.143_2.4763,191.1430091,2.4762633,6699.5186,6900.2593,6232.1763,6756.869,6078.1514,6701.8345,7023.566,6375.737,5344.9233,4487.947,7223.4263,5345.971,4810.581,4929.411,4867.7573,5028.3813,5019.674,5291.63,4373.515,5780.351,5320.669,6445.288,6357.75,4948.041,7954.409,4953.0605,6008.9424,5889.716,5482.9585,5286.2085,6554.8105,5466.0044,6176.9946
4561,191.1431_3.3767,191.1430624,3.3766642,8420.798,11423.195,9932.129,8526.8,11287.049,9924.032,11115.599,10960.125,8692.197,8241.215,12424.035,8408.257,5988.0225,8575.63,5501.0977,6931.1396,6668.8955,6104.8833,6855.7764,7152.8784,8082.748,7676.4395,7675.2617,6270.7676,7713.3774,8303.288,9508.902,9205.18,10495.927,8812.341,7821.0356,7966.4634,9236.449
4508,191.1642_3.2784,191.1641578,3.2783515,7383.9375,12123.195,8087.563,10044.28,10178.479,8861.23,7901.31,8694.478,9869.405,8308.125,6867.5166,8001.704,5167.3325,8959.149,6232.971,7041.5996,6445.8853,6006.8755,5732.4766,6807.5625,8271.779,7311.782,7810.645,8683.712,9520.546,9819.948,7689.2383,10427.643,8409.036,7982.5,7086.158,7086.6562,9257.782
885,192.0513_0.4838,192.051269,0.4837566,21908.51,23930.324,25423.078,21899.633,19473.2,21603.49,24285.504,24366.26,20580.152,22396.375,26090.451,24222.908,26493.225,25475.033,29493.729,25425.717,27205.889,29592.465,28059.62,25097.676,24267.1,31405.592,24696.037,26335.766,19962.73,25166.807,25784.371,23852.205,24985.91,25678.836,23285.535,18971.836,23442.559
1452,192.0555_0.7536,192.0554868,0.75359195,8661.982,11207.123,6803.4946,6899.685,6407.414,5855.5195,8091.933,10236.134,7915.1045,8337.859,8145.0254,9896.477,9147.4375,11579.67,6902.352,8599.077,10273.423,8762.504,8772.169,8035.9224,8060.7114,10020.3545,12285.99,8275.8955,10307.96,7263.6543,8364.499,7170.393,9144.675,9028.1875,6215.92,8338.292,8889.339
2439,193.0344_1.5769,193.0343964,1.5769261,6531.3057,6170.7446,4833.765,6507.578,5317.142,6648.24,6377.5366,6819.3257,7442.471,6297.2407,6180.8228,6060.7676,7368.0337,6027.231,7849.3667,6547.122,7845.6997,6149.995,6279.069,5957.1597,6873.602,7986.923,7518.8496,6410.74,6513.284,6684,7457.155,5902.473,5932.146,6240.028,6772.358,5944.7227,7409.5107
1183,193.0441_0.6345,193.0440727,0.6345022,25092.822,26635.658,24533.441,25201.133,150003.86,26514.354,26697.285,25159.812,25855.062,24194.004,26982.816,26222.38,26993.363,25380.7,28295.312,25921.023,25174.25,25025.541,26825.318,27898.727,27176.166,25767.488,27294.666,27851.389,26746.943,25995.828,25483.39,51341.977,25982.975,25046.348,26896.887,26862.906,26570.223
3669,193.0495_2.4737,193.0495097,2.4737477,9558.691,9200.968,7204.0054,7409.1274,7818.804,8982.468,8213.336,7273.062,6600.041,7216.8276,7028.7354,6696.471,3289.6575,5630.514,4025.9836,5222.166,5094.572,2725.0476,3256.8372,3062.3215,4609.2812,5462.6016,6888.7153,4619.953,5608.4087,6567.217,5697.0044,4924.9062,7609.4414,6941.312,6369.5034,5793.5234,6607.281
5698,193.0496_5.4715,193.0495544,5.471539,NA,NA,5072.3135,NA,NA,NA,4481.8667,NA,5106.1636,9381.01,6021.9043,4897.445,6322.44,6103.738,4014.3743,4660.6377,4239.3467,3796.5786,4005.6162,4511.428,7175.7515,6608.5786,4401.8506,3259.2883,5458.6284,4793.4956,5690.671,4364.5005,3830.0679,7353.4663,4933.779,5082.944,5979.249
4060,193.0496_2.8745,193.049586,2.8745313,3256.4336,3316.0698,8767.244,4156.99,3544.4443,3555.5833,8687.723,4455.8135,8211.943,8502.346,7866.6914,6414.1045,NA,6694.806,1155.4641,1572.2683,1321.7819,1148.2758,1595.3237,1106.3159,1121.0028,1123.2866,5911.5337,1139.538,7738.292,5838.2046,6596.6885,6892.9414,8015.3555,7848.4897,6420.964,7325.071,7714.9766
6727,193.0496_7.0636,193.0495868,7.0635843,144056.19,136007.58,112504.164,125716.836,135145.25,121882.08,131207.45,131502.23,113497.92,119602.2,157708.1,116864.46,72123.555,111704.11,122100.64,96332.65,112823.445,82689.72,110781.99,91818.74,86023.734,95483.016,105431.88,102965.54,125326.95,104138.79,97152.055,104363.41,117432.62,114512.19,93769.414,105768.234,119272.61
6728,193.0592_7.0643,193.0592466,7.064271,12850.028,12617.556,9548.089,12787.972,12013.29,9930.069,14059.221,12261.289,11335.333,10646.044,13665.363,10111.402,5987.524,9962.532,11251.257,9041.231,10818.523,9000.458,9205.426,9190.032,8415.419,9342.645,10921.532,7867.8096,11707.027,9705.779,6789.3306,7850.631,11497.793,9417.188,8443.854,10553.472,11334.335
3222,193.0859_2.2055,193.0858842,2.2055292,32839.973,49168.305,48916.145,44587.07,48649.28,44616.97,46470.16,43462.066,52018.863,54324.69,47078.438,48355.426,23775.887,45178.992,24267.984,38134.84,24659.408,27026.65,26480.81,24434.129,39927.844,39865.465,43863.184,35025.723,44441.734,45395.33,42285.984,42004.11,50129.87,44131.28,28886.094,44028.71,40053.965
4655,193.0859_3.6056,193.0859321,3.6055868,10951.823,8721.902,7113.405,9419.223,8397.577,10629.276,8096.112,12108.208,8267.849,7277.7607,7978.613,5253.41,1980.1808,5901.85,3026.4224,4363.791,4511.903,4112.5015,3492.901,4610.5444,3675.5457,3709.4446,6257.6777,4285.605,5680.75,5566.557,6398.2,7451.756,7171.774,6507.9595,7495.1523,7183.9688,6099.448
4789,193.0859_3.8489,193.0859431,3.8488555,5068.87,5809.516,9690.3545,5426.7075,5808.8154,7381.8257,8537.671,5071.208,7134.145,8853.044,10025.005,30106.752,70755.695,28856.908,99809.445,76540.555,111727.375,99239.73,123319.77,111179.19,93562.25,74801.05,30440.816,91702.445,28353.49,31872.31,30857.48,29637.215,28324.586,28907.848,28168.7,29934.977,33371.695
5689,193.0859_5.4363,193.0859433,5.4362564,1996.5968,2399.978,6987.378,2975.005,2232.1528,1974.9054,7497.058,2904.1008,5428.95,6251.5127,7054.345,6806.339,8094.203,7830.3228,7165.936,11473.412,7958.0938,11280.561,7986.2656,8053.9277,10875.3955,12588.843,7036.5273,8653.129,6642.348,7851.2007,7462.085,5972.8164,8105.556,6957.88,5444.4785,6650.0303,5941.5024
5159,193.0859_4.6692,193.0859493,4.6691637,2164.5051,2454.676,2946,2159.751,2538.7148,2306.526,3859.2192,1456.2428,3722.0842,3842.1243,3541.6797,4701.4966,6743.955,5458.678,12200.618,9816.457,14271.174,10389.489,15205.521,11663.6455,10077.377,10443.926,5643.9995,11319.306,5863.4253,5388.5654,5169.08,5038.754,4075.6682,6001.2603,6312.4,4402.5703,5440.94
4782,193.0958_3.85,193.0958345,3.849977,NA,NA,1406.4235,NA,NA,NA,1123.7617,NA,NA,NA,1318.9834,2898.416,5877.27,3089.311,9107.181,7109.9697,12217.807,10747.654,11394.893,10493.161,8660.48,7290.2563,3295.0095,10490.303,2780.0386,2621.889,3203.754,3397.924,2563.226,2270.4778,2873.2168,2879.498,4022.375
1201,194.0377_0.6336,194.0377464,0.6335884,27813.566,25945.14,26747.945,26663.37,27758.068,29425.354,26886.293,27247.71,26826.682,31256.174,26881.146,24880.393,31282.855,27124.17,28398.113,31658.035,30012.73,28472.133,27723.406,29855.955,31410.346,27796.807,29932.705,31741.71,28482.031,27040.09,28033.059,26347.41,29665.592,28150.457,26504.738,26474.533,25712.223
4780,194.0895_3.8488,194.0894616,3.848824,1316.5743,1255.1687,1956.7701,1141.2844,1154.6721,NA,1554.2793,1268.9183,1161.0272,1275.4858,1601.7917,4201.3535,9145.611,4381.4595,12651.249,10728.235,15497.865,18127.201,15715.862,17434.389,13039.748,11675.329,4076.135,13831.184,4079.7205,4179.1377,4576.1606,4228.689,3540.6921,4631.8857,3284.713,3275.12,3938.7998
1189,195.0388_0.6311,195.0387987,0.63107467,6693.3574,6567.0566,6011.4106,6910.1455,7347.366,8040.264,7152.3486,7561.1396,6112.988,8163.8228,6387.425,6201.593,6914.6504,8209.421,6798.863,7154.468,7192.791,6827.857,7582.564,6532.0635,8097.0015,8274.042,7486.5835,7230.35,6411.1646,6185.367,6289.397,7453.587,7725.298,6203.751,9088.672,8422.7,6622.5435
6373,195.0652_6.6113,195.0651654,6.6113453,6819.6533,7913.805,5488.37,7094.42,6373.209,6331.288,6658.01,6168.052,7294.1016,5721.0264,7015.3804,5301.869,4410.5605,6548.3794,7650.4224,4777.51,6689.2095,6933.655,5630.135,4745.9004,4154.0625,3963.1392,7026.015,6419.6616,6386.95,6581.6445,5615.8975,5715.427,5069.12,6424.014,4318.9805,5478.113,5362.446
3132,195.0652_2.1292,195.0651695,2.1291668,6679.4287,6119.4805,4732.6885,6511.202,6915.621,6283.9443,4620.3794,6800.2554,5905.929,4892.551,3647.262,5199.162,4815.3594,4477.879,3844.5078,4089.4558,3692.5469,5274.241,4814.2036,3647.7537,4457.7695,4295.5146,5153.831,3633.8174,5293.405,5686.22,5302.815,3819.3835,4200.0205,4804.961,5685.405,6074.4243,4746.418
3480,195.0652_2.3691,195.0651871,2.3690612,45144.86,45443.89,39362.453,50321.94,46213.355,49408.984,43281.336,46702.312,45466.527,40843.098,42349.547,41733.664,12389.314,34634.54,18978.13,25121.941,16579.916,17265.934,16258.694,15401.966,21517.123,27710.133,33610.867,22020.633,38398.047,39079.316,32907.09,39550.23,34476.64,36294.49,38910.094,45083.855,35168.65
4594,195.1015_3.4532,195.1014966,3.45319,9656.809,8475.227,9378.934,9468.81,6790.6904,7561.7046,7214.875,6823.144,8366.513,8155.0728,7612.8003,7724.918,2902.1533,7942.521,3495.2415,5782.3535,3470.1528,3373.2817,4772.5054,3981.7183,6072.2217,6257.2676,7232.905,5486.445,9127.065,7022.522,6768.347,7450.6284,8260.74,7315,7927.0513,7631.121,7669.203
4496,195.1015_3.2664,195.1015155,3.2664006,12514.604,12732.0205,11100.514,10990.281,13526.659,12148.43,15792.737,14136.795,13861.857,12454.271,13542.272,11283.1875,2729.0532,13773.952,3480.2024,10479.586,3781.605,3679.0159,3964.9312,4745.887,8277.252,7441.6626,9886.527,7857.0215,12189.459,9492.843,12152.536,11759.014,9883.133,11574.843,10444.331,10961.321,8717.76
6187,195.1037_6.3284,195.1036714,6.3283615,12316.571,10081.031,12030.966,15318.607,10762.008,9245.414,13553.3125,14833.386,11091.046,13657.763,13267.494,12604.148,9344.011,10094.153,11594.742,7982.8936,14044.715,10152.506,9222.914,10710.802,9687.412,7012.546,13228.036,9450.022,11609.579,13273.078,10722.718,14079.884,14103.12,11770.216,10145.619,14138.83,10411.593
4008,195.1491_2.8391,195.1491471,2.839121,17307.447,22024.158,16416.857,16209.006,15559.564,18064.766,13342.745,16640.084,16453.455,13419.669,14200.389,10880.118,NA,10898.675,NA,NA,NA,NA,NA,NA,1418.6664,1466.8541,11150.868,NA,11447.753,9971.952,12121.186,9996.724,11003.058,12169.767,12146.757,13039.986,9703.783
3689,196.0494_2.4819,196.0494141,2.4818625,41534.04,31082.93,32192.904,33570.504,38347.363,32181.154,33730.637,37501.805,37768.08,38245.188,33542.574,39381.66,33347.445,38718.94,33080.55,34327.848,39845.44,44171.055,30613.852,33724.176,34955.31,35108.24,36235.414,35141.047,35388.85,37331.113,37936.29,38849.426,32729.002,31058.742,32217.195,36464.203,31101.408
1982,197.0208_0.989,197.0208458,0.9890245,9579.718,6082.6304,5945.468,7640.7153,5935.107,6410.4023,8090.848,6953.8477,6515.924,6693.3833,7716.377,6020.2676,4692.517,6647.833,6099.0146,5993.4155,6897.7026,6909.8755,7055.8486,6019.176,6425.5635,5952.92,6718.5903,5651.653,6606.0283,7451.469,6488.3374,5765.3086,7010.688,7410.4478,5959.6484,7720,7666.8496
2036,197.0209_1.0454,197.0208584,1.0453674,9579.718,6082.6304,5945.468,7640.7153,5935.107,6410.4023,8090.848,6953.8477,9631.492,6693.3833,10411.186,6580.665,6168.713,8172.9478,8249.481,5993.4155,6897.7026,7082.3813,7055.8486,6019.176,7435.5625,5952.92,7533.453,9430.579,6606.0283,7451.469,6488.3374,8181.5415,7010.688,7410.4478,7216.037,7720,8091.374
889,197.0209_0.4846,197.0208538,0.4845558,13450.128,14574.326,12909.84,13766.524,13007.813,12567.123,15677.7295,16099.836,14358.171,12758.256,13997.84,16493.26,13479.778,15543.896,13145.461,11681.207,11565.737,19526.773,16486.246,13984.788,11121.128,17195.127,16892.74,16812.07,14568.456,16156.213,14869.151,14542.771,15458.756,18092.766,11213.648,13477.235,18135.328
2203,197.0209_1.1291,197.0209024,1.1291423,4181.2617,5275.1777,5832.288,4373.552,3250.4714,4352.751,6222.3477,4551.3706,4877.3325,5815.953,10411.186,5088.044,6168.713,8172.9478,8249.481,5761.393,6510.8174,7082.3813,5506.223,5840.159,7435.5625,5308.704,7533.453,3683.03,6054.564,6937.206,6137.135,8181.5415,6537.2046,3897.2117,7216.037,4480.0923,8091.374
1405,197.0209_0.706,197.0209176,0.7060473,11864.036,11732.808,13341.829,11778.35,14185.137,11307.39,10228.51,11896.03,11630.736,11338.306,8459.712,11775.195,11902.816,12166.165,10534.055,10365.668,10336.46,10054.232,10624.423,12673.542,10863.679,9987.9,14470.597,11899.142,18101.363,10878.353,12754.243,10863.521,11779.041,11847.321,11940.137,13344.342,11054.265
3269,197.0284_2.2137,197.0284149,2.2137413,14300.561,13379.694,12965.442,12259.871,14505.335,14406.287,17737.027,18075.57,11208.613,15928.171,18583.074,14180.34,8398.298,13961.276,11602.016,13098.693,12630.657,13584.125,16779.479,10960.059,12026.877,12109.928,16230.034,15637.743,16386.223,16553.887,15140.826,15010.93,17691.914,16095.238,14785.9795,16742.408,17098.379
3286,197.0808_2.2183,197.0807839,2.2183135,18814.484,21057.715,19828.795,19639.031,23023.23,21437.48,21580.115,19927.15,15233.094,19089.27,16698.475,14115.121,8934.535,12628.669,8307.353,15495.565,8955.987,9444.399,10901.019,9051.241,12313.916,12780.038,17628.006,13307.039,14288.873,19203.914,15086.919,18321.938,16584.398,16395.543,16962.691,16636.38,12937.133
3794,197.0808_2.5912,197.0808426,2.5912366,16267.826,14304.504,16431.701,18485.992,18927.398,15816.737,19252.656,15192.636,15358.199,15228.596,15646.033,14606.862,9329.992,11861.475,11074.918,13704.881,10785.502,8674.099,9214.099,12546.282,13973.142,12883.069,13676.678,12107.951,13375.242,14169.851,14372.864,14432.786,14030.249,14423.8,15816.167,15375.408,17648.08
4804,197.1171_3.8767,197.1171405,3.8766682,5162.1807,4307.075,5490.582,4794.1836,5465.2373,5309.396,4864.13,4086.7236,4938.1733,5300.0063,4816.06,7309.8643,9746.236,4958.071,7952.742,6795.4814,6700.9033,6201.199,6848.152,7795.382,6749.859,5627.52,5581.4766,7204.918,5748.736,4386.2915,5054.9395,5406.168,6304.188,4886.9927,6469.523,4457.547,5878.0654
4254,197.1172_3.0609,197.1171804,3.060936,5409.0474,5723.907,18226.652,5740.526,6203.7837,4517.2397,20249.043,4053.0444,19887.057,21316.03,22664.47,14857.456,19502.29,15318.664,21693.543,16663.209,18639.88,21426.326,20601.727,23805.145,16902.51,17641.555,16211,18797.05,19569.97,15813.161,16261.077,16286.904,17365.951,15521.181,15269.352,15822.391,20363.523
1715,198.047_0.8356,198.0469836,0.8356498,11136.682,11904.275,30649.613,13055.933,12910.304,12427.455,19562.418,12309.236,15522.719,21449.307,13288.099,14991.941,15519.46,14853.426,13308.177,13015.04,12512.577,13214.111,14903.069,13990.679,14842.629,11396.538,13597.888,15509.204,13713.259,14056.463,13518.92,15152.741,13807.828,14419.521,14610.899,16117.924,18570.287
1302,198.0761_0.6254,198.076095,0.62536013,23626.812,27884.92,22366.363,27930.697,25653.855,25318.766,20609.016,27089.629,25086.916,20831.395,21299.822,20658.584,15841.869,20856.799,23899.662,16368.558,18340.13,19542.447,14967.793,25221.135,16301.619,14844.649,21731.309,18601.766,19066.568,21952.629,24279.207,21197.443,23514.648,19098.527,24651.758,20686.846,19519.393
2300,198.1074_1.4494,198.1074408,1.4494115,2625.8408,3629.499,2706.2244,2931.4844,11301.779,2872.6807,2955.7615,2677.4568,3049.8755,2849.3032,2943.9387,5602.592,2827.052,2646.9956,2695.2883,2653.3704,2756.6914,6998.477,2384.2222,2597.673,2778.2961,2892.7979,2630.65,3092.2341,2720.3198,2577.6384,3217.5903,2716.6846,2985.8442,2982.3447,2868.2578,2635.9685,2511.164
990,198.1074_0.4586,198.1073524,0.45861277,6410.7427,6039.7515,7485.192,7008.621,21311.664,7226.696,6822.7754,6787.75,8126.6045,8149.943,6978.633,8221.034,8884.989,7401.7603,8314.656,7897.018,8501.822,8182.4585,7704.098,7801.141,7899.012,7282.85,6872.256,8547.964,7077.9004,6989.4634,7394.267,7264.66,7192.3965,7418.312,7477.5967,8311.433,7737.462
2257,198.1074_1.274,198.1073939,1.2739732,2873.6482,3498.5735,2859.8826,3269.6465,3102.4788,3769.3684,3054.0264,3140.3533,3555.9456,3085.077,3315.0266,3004.5657,2794.9448,3828.2117,2868.1768,3196.4944,3077.2532,3088.8516,2977.9355,3010.9888,2812.6667,2892.7979,3138.1418,3092.2341,2782.3743,3302.5,2970.0005,3054.5056,3184.2417,3476.6045,3401.9973,2934.9597,3560.107
2117,198.1075_1.0363,198.1074695,1.036319,4207.448,4658.9824,3895.2656,4288.985,4154.3604,4372.125,4427.1143,3701.5852,4026.3704,3844.7678,5129.7046,3772.5547,3396.1267,4193.032,4004.2676,4187.756,3897.1174,4469.291,3692.787,3596.9302,3794.0747,4502.7905,4528.74,3959.2805,3964.5635,3724.012,3647.3315,3993.6663,4277.9116,4212.6167,4224.645,4291.007,4060.503
5000,198.1852_4.4389,198.1852009,4.4389343,NA,1439.6039,NA,NA,NA,NA,1478.2839,NA,NA,NA,NA,9478.716,NA,12879.008,NA,NA,NA,1279.176,NA,1208.9877,1213.4355,NA,8373.851,1602.4149,8886,9145.06,11220.721,10995.032,10229.14,10757.457,8629.726,10722.448,11628.492
814,199.0252_0.4702,199.0251689,0.4701561,4491.0596,6056.603,11076.51,5395.0513,6416.4253,6174.496,9873.59,5030.4443,7759.172,9895.804,5072.6978,6494.28,8187.674,6676.5947,6408.3047,8108.5312,6846.841,5823.843,5944.493,7473.466,6433.413,7370.087,6025.0483,6230.8594,6799.677,5397.9033,6530.8804,7115.61,7422.6157,11366.304,7269.3687,10002,6991.5073
1491,199.0253_0.7563,199.0253288,0.7563328,10829.324,11164.507,10984.761,8059.4253,8926.697,9492.41,11102.2705,9515.926,12422.701,13373.894,13259.804,8709.81,8822.973,12720.639,9909.454,9382.688,10273.768,10451.31,11369.947,10693.328,10904.558,10266.862,11073.475,13279.743,9963.235,13521.512,10524.028,9137.69,13804.197,10989.611,9711.344,9961.672,10237.404
2856,199.0966_1.8468,199.0965625,1.8468388,7388.1743,8406.03,7339.9863,8810.352,8942.051,7622.222,9187.88,8831.654,7121.765,7342.5264,7121.2354,9110.903,6634.9624,7843.9473,8176.2334,9524.47,10162.859,9578.691,7989.0312,8222.3,10751.507,8578.457,9878.445,8962.296,6449.4404,9121.916,6678.058,6141.221,9582.549,7422.0493,8517.282,11009.804,7318.0747
2328,200.0443_1.4888,200.0443048,1.4887717,34775.207,41411.832,36278.508,33941.867,32836.125,32072.543,31941.393,32390.008,33502.617,36463.883,34853.81,31569.338,25738.643,31273.82,27902.596,30547.326,29291.46,33796.23,27109.46,30270.049,29779.463,29167.623,30463.664,30177.406,32510.176,30402.334,29793.166,29147.572,32390.748,31386.346,29909.973,30693.342,32176.164
2013,200.0443_1.0009,200.0443416,1.0009049,65855.95,79111.56,58242.008,60074.99,61031.758,56851.406,63609.133,61030.85,62965.18,59699.215,72052.016,62823.742,49402.35,68423.86,49234.195,59545.645,60131.13,62397.023,52415.35,53831.47,57534.504,61360.023,57689.066,56292.582,56764.066,65795.445,59360.57,56511.797,74052.91,58432.49,54573.438,63050.242,65048.37
851,200.0444_0.4714,200.0443821,0.47142386,69417.16,73573.98,111433.36,76868.03,78576.19,74908.36,111169.49,70125.97,110878.92,107292.266,100896.74,105909.47,97061.39,91993.43,80101.21,91688.9,76260.37,78806.164,80761.97,83266.61,96221.19,85989.48,92777.57,82772.555,102002.164,97272.03,96796.945,100125.73,84329.48,101452.52,90632,103990.91,88033.99
1587,200.0445_0.7592,200.0444701,0.7592409,93270.68,97216.44,52608.97,72783.336,78983.555,71325.32,71430.47,82647.266,71844.61,61932.45,75989.234,73519.71,78444.445,84139.22,74219.72,74613.945,89995.16,88969.25,86391.125,69642.82,82480.734,84949.54,75882.71,88482.69,68600.055,76152.94,72098.57,71582.35,89721.34,75179.68,61848.938,73956.35,78294.336
839,200.0541_0.4714,200.0541076,0.47141293,4408.507,5407.1616,7875.8906,5821.863,5256.9155,6436.401,8581.287,6080.288,8331.565,7824.6426,8134.0396,7271.4624,7709.1304,6480.922,6643.102,6657.1875,5247.565,6535.5244,6977.421,7109.152,7676.404,6633.7827,7403.6113,6771.145,8258.191,6997.933,6663.0757,7354.4893,6773.9775,7131.7344,6648.8047,7818.872,6966.0244
2360,200.0546_1.4936,200.0545539,1.4935993,3108.0664,3139.7778,3227.3804,2593.2075,15618.931,2467.679,2831.7634,2827.3237,2653.0806,2743.5151,2813.3838,4516.091,2423.4028,2827.709,2437.4822,3475.529,2976.1855,6524.4688,2493.538,2508.8467,2329.7974,3003.872,2712.2354,2968.2273,2560.2808,2815.8752,2287.5583,2591.6768,3007.5818,2854.461,2965.0527,2186.5532,2595.7212
5641,200.107_5.3602,200.1069812,5.360177,44406.805,33784.21,24628.232,37563.65,35430.625,36098.906,19523.309,31660.373,22844.22,23817.646,26890.27,19375.432,3228.362,18832.781,7944.4336,5560.7295,6605.245,5042.6353,7082.391,6678.9473,6165.3086,5791.413,19059.697,3746.343,20854.72,19693.44,20749.096,20411.863,18634.484,21198.66,20838.34,22676.145,20919.318
3757,200.1645_2.5656,200.1644709,2.5655918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26678.977,175573.06,26496.682,98981.336,121838.05,96139.82,97022.84,108207.18,107860.945,124478.555,99097.1,25153.432,138049.2,27558.572,30755.895,27698.016,25501.822,28881.457,30948.521,26702.416,24737.576,22987.068
3759,200.1743_2.5662,200.1742934,2.566167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2078.6035,14895.042,2610,10179.896,9673.9,9367.416,10158.537,9395.946,9841.053,11059.06,8048.062,1990.0297,13570.491,2582.3362,2917.7554,2077.2078,2560.3916,2785.935,2614.4875,2490.5781,2439.216,2518.0837
1373,200.5462_0.753,200.5462098,0.75302047,15918.026,14183.812,9704.214,12248.519,14204.612,12204.482,11854.538,13805.696,11092.564,12325.359,13587.512,12875.992,14417.646,14305.222,13154.642,12687.35,15833.144,14761.267,16456.14,13849.964,13524.691,15201.601,16588.783,15639.207,12187.203,14649.992,12406.644,10607.901,16136.039,13023.454,9930.882,12463.451,13472.965
